CustomerID;CustomerName;Products;Distribution;distParams;firstdate;activeAschID
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 114}]";norm;[365,10];5;131618.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 114}]";norm;[365,10];5;131619.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 114}]";norm;[365,10];5;131620.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 114}]";norm;[365,10];5;131621.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 117}]";norm;[365,10];5;131622.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 113}]";norm;[365,10];5;131623.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 113}]";norm;[365,10];5;131624.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];5;131625.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 117}]";norm;[365,10];5;131626.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 117}]";norm;[365,10];5;131627.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 117}]";norm;[365,10];5;131628.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 117}]";norm;[365,10];5;131629.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 113}]";norm;[365,10];5;131630.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 113}]";norm;[365,10];5;131631.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 64},{""prod_no"": 1, ""prodID"": 61},{""prod_no"": 2, ""prodID"": 61},{""prod_no"": 3, ""prodID"": 63},{""prod_no"": 4, ""prodID"": 60},{""prod_no"": 5, ""prodID"": 62},{""prod_no"": 6, ""prodID"": 57},{""prod_no"": 7, ""prodID"": 58},{""prod_no"": 8, ""prodID"": 57},{""prod_no"": 9, ""prodID"": 58},{""prod_no"": 10, ""prodID"": 58},{""prod_no"": 11, ""prodID"": 59},{""prod_no"": 12, ""prodID"": 60},{""prod_no"": 13, ""prodID"": 61},{""prod_no"": 14, ""prodID"": 61},{""prod_no"": 15, ""prodID"": 62},{""prod_no"": 16, ""prodID"": 59},{""prod_no"": 17, ""prodID"": 64},{""prod_no"": 18, ""prodID"": 58},{""prod_no"": 19, ""prodID"": 65}]";norm;[365,10];5;131792.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 58},{""prod_no"": 1, ""prodID"": 59},{""prod_no"": 2, ""prodID"": 57},{""prod_no"": 3, ""prodID"": 63},{""prod_no"": 4, ""prodID"": 61},{""prod_no"": 5, ""prodID"": 64},{""prod_no"": 6, ""prodID"": 58},{""prod_no"": 7, ""prodID"": 58},{""prod_no"": 8, ""prodID"": 65},{""prod_no"": 9, ""prodID"": 64},{""prod_no"": 10, ""prodID"": 62},{""prod_no"": 11, ""prodID"": 61},{""prod_no"": 12, ""prodID"": 60},{""prod_no"": 13, ""prodID"": 57},{""prod_no"": 14, ""prodID"": 58},{""prod_no"": 15, ""prodID"": 65},{""prod_no"": 16, ""prodID"": 65},{""prod_no"": 17, ""prodID"": 64},{""prod_no"": 18, ""prodID"": 64},{""prod_no"": 19, ""prodID"": 63},{""prod_no"": 20, ""prodID"": 58},{""prod_no"": 21, ""prodID"": 63},{""prod_no"": 22, ""prodID"": 61},{""prod_no"": 23, ""prodID"": 62},{""prod_no"": 24, ""prodID"": 61},{""prod_no"": 25, ""prodID"": 60},{""prod_no"": 26, ""prodID"": 57},{""prod_no"": 27, ""prodID"": 58},{""prod_no"": 28, ""prodID"": 59}]";norm;[365,10];5;131793.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 111},{""prod_no"": 1, ""prodID"": 113},{""prod_no"": 2, ""prodID"": 111},{""prod_no"": 3, ""prodID"": 112},{""prod_no"": 4, ""prodID"": 113},{""prod_no"": 5, ""prodID"": 109},{""prod_no"": 6, ""prodID"": 114},{""prod_no"": 7, ""prodID"": 115},{""prod_no"": 8, ""prodID"": 116},{""prod_no"": 9, ""prodID"": 116},{""prod_no"": 10, ""prodID"": 117},{""prod_no"": 11, ""prodID"": 110},{""prod_no"": 12, ""prodID"": 110},{""prod_no"": 13, ""prodID"": 109},{""prod_no"": 14, ""prodID"": 117},{""prod_no"": 15, ""prodID"": 116},{""prod_no"": 16, ""prodID"": 110},{""prod_no"": 17, ""prodID"": 116},{""prod_no"": 18, ""prodID"": 115},{""prod_no"": 19, ""prodID"": 114},{""prod_no"": 20, ""prodID"": 113},{""prod_no"": 21, ""prodID"": 113},{""prod_no"": 22, ""prodID"": 112},{""prod_no"": 23, ""prodID"": 111},{""prod_no"": 24, ""prodID"": 110},{""prod_no"": 25, ""prodID"": 110},{""prod_no"": 26, ""prodID"": 109},{""prod_no"": 27, ""prodID"": 110}]";norm;[365,10];5;131794.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 109},{""prod_no"": 1, ""prodID"": 109},{""prod_no"": 2, ""prodID"": 110},{""prod_no"": 3, ""prodID"": 110},{""prod_no"": 4, ""prodID"": 113},{""prod_no"": 5, ""prodID"": 113}]";norm;[365,10];8;131795.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];8;131796.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 113},{""prod_no"": 1, ""prodID"": 110},{""prod_no"": 2, ""prodID"": 109},{""prod_no"": 3, ""prodID"": 109},{""prod_no"": 4, ""prodID"": 110},{""prod_no"": 5, ""prodID"": 113}]";norm;[365,10];8;131797.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];8;131798.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 65}]";norm;[730,10];8;131809.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 117},{""prod_no"": 1, ""prodID"": 117},{""prod_no"": 2, ""prodID"": 117},{""prod_no"": 3, ""prodID"": 117}]";norm;[365,10];9;131827.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 118},{""prod_no"": 1, ""prodID"": 118}]";norm;[365,10];9;131828.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 110},{""prod_no"": 1, ""prodID"": 110},{""prod_no"": 2, ""prodID"": 109}]";norm;[365,10];9;131829.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 110},{""prod_no"": 1, ""prodID"": 109},{""prod_no"": 2, ""prodID"": 110}]";norm;[365,10];9;131830.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 110},{""prod_no"": 1, ""prodID"": 110},{""prod_no"": 2, ""prodID"": 109}]";norm;[365,10];9;131831.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 113}]";norm;[365,10];10;131878.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 113}]";norm;[365,10];10;131879.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];10;131880.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];10;131881.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 89},{""prod_no"": 1, ""prodID"": 88},{""prod_no"": 2, ""prodID"": 82},{""prod_no"": 3, ""prodID"": 87},{""prod_no"": 4, ""prodID"": 86},{""prod_no"": 5, ""prodID"": 85},{""prod_no"": 6, ""prodID"": 82},{""prod_no"": 7, ""prodID"": 83},{""prod_no"": 8, ""prodID"": 84},{""prod_no"": 9, ""prodID"": 81},{""prod_no"": 10, ""prodID"": 83},{""prod_no"": 11, ""prodID"": 82},{""prod_no"": 12, ""prodID"": 82},{""prod_no"": 13, ""prodID"": 81},{""prod_no"": 14, ""prodID"": 88},{""prod_no"": 15, ""prodID"": 85}]";norm;[365,10];10;131895.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 33}]";norm;[730,10];10;131898.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];10;131899.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];10;131900.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];10;131901.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];10;131902.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];10;131903.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 113}]";norm;[365,10];10;131904.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 115},{""prod_no"": 1, ""prodID"": 110},{""prod_no"": 2, ""prodID"": 111},{""prod_no"": 3, ""prodID"": 110},{""prod_no"": 4, ""prodID"": 112},{""prod_no"": 5, ""prodID"": 109},{""prod_no"": 6, ""prodID"": 117},{""prod_no"": 7, ""prodID"": 116},{""prod_no"": 8, ""prodID"": 114},{""prod_no"": 9, ""prodID"": 116},{""prod_no"": 10, ""prodID"": 113},{""prod_no"": 11, ""prodID"": 112},{""prod_no"": 12, ""prodID"": 109},{""prod_no"": 13, ""prodID"": 110},{""prod_no"": 14, ""prodID"": 110},{""prod_no"": 15, ""prodID"": 111},{""prod_no"": 16, ""prodID"": 113}]";norm;[365,10];10;131905.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 57},{""prod_no"": 1, ""prodID"": 58},{""prod_no"": 2, ""prodID"": 58},{""prod_no"": 3, ""prodID"": 65},{""prod_no"": 4, ""prodID"": 64},{""prod_no"": 5, ""prodID"": 64},{""prod_no"": 6, ""prodID"": 61},{""prod_no"": 7, ""prodID"": 61},{""prod_no"": 8, ""prodID"": 60},{""prod_no"": 9, ""prodID"": 59},{""prod_no"": 10, ""prodID"": 63},{""prod_no"": 11, ""prodID"": 58},{""prod_no"": 12, ""prodID"": 62},{""prod_no"": 13, ""prodID"": 58},{""prod_no"": 14, ""prodID"": 57}]";norm;[365,10];10;131906.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 117},{""prod_no"": 1, ""prodID"": 109},{""prod_no"": 2, ""prodID"": 109},{""prod_no"": 3, ""prodID"": 110},{""prod_no"": 4, ""prodID"": 116},{""prod_no"": 5, ""prodID"": 116},{""prod_no"": 6, ""prodID"": 115},{""prod_no"": 7, ""prodID"": 110},{""prod_no"": 8, ""prodID"": 111},{""prod_no"": 9, ""prodID"": 114},{""prod_no"": 10, ""prodID"": 113},{""prod_no"": 11, ""prodID"": 113},{""prod_no"": 12, ""prodID"": 112},{""prod_no"": 13, ""prodID"": 111},{""prod_no"": 14, ""prodID"": 110},{""prod_no"": 15, ""prodID"": 110}]";norm;[365,10];10;131907.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 111}]";norm;[730,10];10;131908.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 36}]";norm;[730,10];10;131924.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 37}]";norm;[730,10];10;131925.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 38}]";norm;[730,10];10;131926.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 37}]";norm;[730,10];10;131927.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 36}]";norm;[730,10];10;131928.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 59}]";norm;[365,10];11;131936.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 57}]";norm;[365,10];11;131945.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 58}]";norm;[365,10];11;131946.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 113},{""prod_no"": 1, ""prodID"": 113},{""prod_no"": 2, ""prodID"": 109},{""prod_no"": 3, ""prodID"": 109},{""prod_no"": 4, ""prodID"": 110},{""prod_no"": 5, ""prodID"": 110}]";norm;[365,10];11;131956.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];11;131957.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 113},{""prod_no"": 1, ""prodID"": 113},{""prod_no"": 2, ""prodID"": 109},{""prod_no"": 3, ""prodID"": 109},{""prod_no"": 4, ""prodID"": 110},{""prod_no"": 5, ""prodID"": 110}]";norm;[365,10];11;131958.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[365,10];11;131960.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 117}]";norm;[365,10];11;131979.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 117}]";norm;[365,10];11;131980.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131981.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131982.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131983.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131984.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131985.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131986.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131987.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131988.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131989.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131990.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131991.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131992.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];11;131993.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 58},{""prod_no"": 1, ""prodID"": 58},{""prod_no"": 2, ""prodID"": 57},{""prod_no"": 3, ""prodID"": 60}]";norm;[730,10];11;131995.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 88}]";norm;[365,10];11;131996.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 88}]";norm;[365,10];11;131997.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 41},{""prod_no"": 1, ""prodID"": 36}]";norm;[730,10];11;132000.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 33}]";norm;[365,10];11;132001.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 38}]";norm;[730,10];11;132002.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 59}]";norm;[730,10];11;132008.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 39}]";norm;[730,10];11;132009.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 38}]";norm;[730,10];11;132010.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 33}]";norm;[730,10];11;132011.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 38}]";norm;[730,10];11;132017.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 115}]";norm;[730,10];11;132018.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[730,10];11;132019.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 83}]";norm;[730,10];11;132020.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 39}]";norm;[730,10];11;132021.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 115}]";norm;[730,10];11;132022.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 117}]";norm;[730,10];11;132023.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[730,10];11;132024.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 115},{""prod_no"": 1, ""prodID"": 115},{""prod_no"": 2, ""prodID"": 115},{""prod_no"": 3, ""prodID"": 115},{""prod_no"": 4, ""prodID"": 115},{""prod_no"": 5, ""prodID"": 115}]";norm;[365,10];12;132100.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 116},{""prod_no"": 1, ""prodID"": 116},{""prod_no"": 2, ""prodID"": 116}]";norm;[365,10];12;132101.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 117}]";norm;[365,10];12;132102.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 115}]";norm;[730,10];15;132104.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 116}]";norm;[730,10];15;132105.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 116}]";norm;[730,10];15;132106.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 38}]";norm;[730,10];15;132117.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 38},{""prod_no"": 1, ""prodID"": 38}]";norm;[730,10];15;132118.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 38}]";norm;[730,10];15;132119.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 87}]";norm;[730,10];15;132120.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 65}]";norm;[365,10];15;132121.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 64},{""prod_no"": 1, ""prodID"": 64},{""prod_no"": 2, ""prodID"": 63}]";norm;[730,10];15;132124.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 111}]";norm;[730,10];15;132125.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 111}]";norm;[730,10];15;132126.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 112}]";norm;[730,10];15;132127.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 62}]";norm;[365,10];15;132131.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 61}]";norm;[365,10];15;132132.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 58},{""prod_no"": 1, ""prodID"": 57},{""prod_no"": 2, ""prodID"": 60},{""prod_no"": 3, ""prodID"": 59}]";norm;[365,10];15;132133.0
2;Customer 2;"[{""prod_no"": 0, ""prodID"": 115}]";norm;[365,10];16;132136.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 115}]";norm;[365,10];16;132137.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 115}]";norm;[365,10];16;132138.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 116}]";norm;[365,10];16;132139.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 116}]";norm;[365,10];16;132140.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 116}]";norm;[365,10];16;132141.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 116}]";norm;[365,10];16;132142.0
7;Customer 7;"[{""prod_no"": 0, ""prodID"": 109}]";norm;[365,10];16;132143.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 39}]";norm;[730,10];16;132145.0
3;Customer 3;"[{""prod_no"": 0, ""prodID"": 59}]";norm;[730,10];16;132146.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 58}]";norm;[730,10];16;132147.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 62}]";norm;[730,10];16;132148.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 40}]";norm;[730,10];16;132149.0
1;Customer 1;"[{""prod_no"": 0, ""prodID"": 38},{""prod_no"": 1, ""prodID"": 41}]";norm;[730,10];16;132150.0
6;Customer 6;"[{""prod_no"": 0, ""prodID"": 38},{""prod_no"": 1, ""prodID"": 41}]";norm;[730,10];16;132151.0
4;Customer 4;"[{""prod_no"": 0, ""prodID"": 57},{""prod_no"": 1, ""prodID"": 59},{""prod_no"": 2, ""prodID"": 58}]";norm;[730,10];16;132152.0
5;Customer 5;"[{""prod_no"": 0, ""prodID"": 81},{""prod_no"": 1, ""prodID"": 88},{""prod_no"": 2, ""prodID"": 83},{""prod_no"": 3, ""prodID"": 88},{""prod_no"": 4, ""prodID"": 82},{""prod_no"": 5, ""prodID"": 82},{""prod_no"": 6, ""prodID"": 81},{""prod_no"": 7, ""prodID"": 83},{""prod_no"": 8, ""prodID"": 84},{""prod_no"": 9, ""prodID"": 89},{""prod_no"": 10, ""prodID"": 85},{""prod_no"": 11, ""prodID"": 86},{""prod_no"": 12, ""prodID"": 87},{""prod_no"": 13, ""prodID"": 82},{""prod_no"": 14, ""prodID"": 85},{""prod_no"": 15, ""prodID"": 82}]";norm;[365,10];16;132159.0
0;Customer 0;"[{""prod_no"": 0, ""prodID"": 87},{""prod_no"": 1, ""prodID"": 82},{""prod_no"": 2, ""prodID"": 81},{""prod_no"": 3, ""prodID"": 89},{""prod_no"": 4, ""prodID"": 88},{""prod_no"": 5, ""prodID"": 88},{""prod_no"": 6, ""prodID"": 83},{""prod_no"": 7, ""prodID"": 85},{""prod_no"": 8, ""prodID"": 85},{""prod_no"": 9, ""prodID"": 84},{""prod_no"": 10, ""prodID"": 82},{""prod_no"": 11, ""prodID"": 82},{""prod_no"": 12, ""prodID"": 86},{""prod_no"": 13, ""prodID"": 83},{""prod_no"": 14, ""prodID"": 81},{""prod_no"": 15, ""prodID"": 82}]";norm;[730,10];16;132160.0
